t,phase,found,cx,cy,wpx,hpx,conf,cmd_vx,cmd_vy,cmd_vz,cmd_yawrate,vbx,vby,vd,roll_des,pitch_des,roll,pitch,yaw,roll_q,pitch_q,yaw_q,thrust,x,y,z
0.000,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.314,-0.00,0.00,0.02
0.015,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.315,-0.00,0.00,0.02
0.015,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.315,-0.00,0.00,0.02
0.015,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.315,-0.00,0.00,0.02
0.015,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.315,-0.00,0.00,0.02
0.031,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.315,-0.00,0.00,0.02
0.031,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.315,-0.00,0.00,0.02
0.031,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,0.01,-0.000,0.000,0.000,0.311,-3.140,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.031,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,0.01,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.031,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,0.00,0.00,0.01,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.031,takeoff,1,326,176,41,39,0.51,0.00,0.00,-0.80,0.00,-0.00,0.00,0.01,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.046,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,-0.00,0.00,0.00,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.046,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,-0.00,0.00,0.00,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.046,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,-0.00,0.00,0.00,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.046,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,-0.00,0.00,0.00,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.046,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.00,0.00,0.00,-0.000,0.000,0.000,0.311,-3.141,0.000,0.388,0.000,0.316,-0.00,0.00,0.02
0.046,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,-0.000,-0.001,0.000,0.310,-3.141,0.000,0.389,0.000,0.316,-0.00,0.00,0.02
0.046,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,-0.000,-0.001,0.000,0.310,-3.141,0.000,0.389,0.000,0.316,-0.00,0.00,0.02
0.062,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,-0.000,-0.001,0.000,0.310,-3.141,0.000,0.389,0.000,0.316,-0.00,0.00,0.02
0.062,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.00,0.00,-0.00,-0.000,-0.001,0.000,0.310,-3.141,0.000,0.389,0.000,0.316,-0.00,0.00,0.02
0.062,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.00,0.00,-0.03,-0.000,-0.003,0.000,0.309,-3.141,0.000,0.389,0.000,0.314,-0.00,0.00,0.02
0.062,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.01,0.00,-0.03,-0.000,-0.003,0.000,0.309,-3.141,0.000,0.389,0.000,0.314,-0.00,0.00,0.02
0.062,takeoff,1,326,176,41,39,0.49,0.00,0.00,-0.80,0.00,0.01,0.00,-0.03,-0.000,-0.003,0.000,0.309,-3.141,0.000,0.389,0.000,0.314,-0.00,0.00,0.02
0.062,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.01,0.00,-0.03,-0.000,-0.003,0.000,0.304,-3.141,0.000,0.384,0.000,0.314,-0.00,0.00,0.02
0.078,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.01,0.00,-0.06,-0.000,-0.005,0.000,0.304,-3.141,0.000,0.387,0.000,0.313,-0.00,0.00,0.02
0.078,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.01,0.00,-0.06,-0.000,-0.005,0.000,0.304,-3.141,0.000,0.387,0.000,0.313,-0.00,0.00,0.02
0.078,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.02,0.00,-0.06,-0.000,-0.005,0.000,0.304,-3.141,0.000,0.387,0.000,0.313,-0.00,0.00,0.02
0.078,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.02,0.00,-0.06,-0.000,-0.005,0.000,0.299,-3.141,0.000,0.380,0.000,0.313,-0.00,0.00,0.02
0.078,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.02,0.00,-0.06,-0.000,-0.005,0.000,0.299,-3.141,0.000,0.380,0.000,0.313,-0.00,0.00,0.02
0.078,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.02,0.00,-0.07,-0.000,-0.007,0.000,0.299,-3.141,0.000,0.383,0.000,0.311,-0.00,0.00,0.02
0.093,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.02,0.00,-0.07,-0.000,-0.007,0.000,0.283,-3.141,0.000,0.363,0.000,0.312,-0.00,0.00,0.02
0.093,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.02,0.00,-0.07,-0.000,-0.007,0.000,0.283,-3.141,0.000,0.363,0.000,0.312,-0.00,0.00,0.02
0.093,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.05,0.00,-0.07,-0.000,-0.007,0.000,0.283,-3.141,0.000,0.363,0.000,0.312,-0.00,0.00,0.02
0.093,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.05,0.00,-0.10,-0.000,-0.012,0.000,0.283,-3.141,0.001,0.368,0.000,0.310,-0.00,0.00,0.02
0.093,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.05,0.00,-0.10,-0.000,-0.012,0.000,0.274,-3.141,0.001,0.357,0.000,0.310,-0.00,0.00,0.02
0.093,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.05,0.00,-0.10,-0.000,-0.012,0.000,0.274,-3.141,0.001,0.357,0.000,0.310,-0.00,0.00,0.02
0.109,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.05,0.00,-0.10,-0.000,-0.012,0.000,0.274,-3.141,0.001,0.357,0.000,0.310,-0.00,0.00,0.02
0.109,takeoff,1,325,178,40,39,0.51,0.00,0.00,-0.80,0.00,0.09,0.00,-0.10,-0.000,-0.014,0.000,0.264,-3.141,0.001,0.347,0.000,0.310,-0.00,0.00,0.02
0.109,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.09,0.00,-0.10,-0.000,-0.014,0.000,0.264,-3.141,0.001,0.347,0.000,0.310,-0.00,0.00,0.02
0.109,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.09,0.00,-0.10,-0.000,-0.014,0.000,0.264,-3.141,0.001,0.347,0.000,0.310,-0.00,0.00,0.02
0.109,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.09,0.00,-0.10,-0.000,-0.014,0.000,0.264,-3.141,0.001,0.347,0.000,0.310,-0.00,0.00,0.02
0.109,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.09,0.00,-0.10,-0.000,-0.014,0.000,0.254,-3.141,0.001,0.335,0.000,0.310,-0.00,0.00,0.02
0.125,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.09,0.00,-0.12,-0.000,-0.019,0.000,0.254,-3.141,0.001,0.341,0.000,0.309,-0.01,-0.00,0.02
0.125,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.12,0.00,-0.12,-0.000,-0.019,0.000,0.254,-3.141,0.001,0.341,0.000,0.309,-0.01,-0.00,0.02
0.125,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.12,0.00,-0.12,-0.000,-0.019,0.000,0.237,-3.141,0.001,0.320,0.000,0.309,-0.01,-0.00,0.02
0.125,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.12,0.00,-0.12,-0.000,-0.019,0.000,0.237,-3.141,0.001,0.320,0.000,0.309,-0.01,-0.00,0.02
0.125,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.12,0.00,-0.13,-0.000,-0.021,0.000,0.237,-3.141,0.001,0.323,0.000,0.309,-0.01,-0.00,0.01
0.125,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.12,0.00,-0.13,-0.000,-0.021,0.000,0.231,-3.141,0.001,0.315,0.000,0.309,-0.01,-0.00,0.01
0.140,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.16,0.00,-0.13,-0.000,-0.021,0.000,0.231,-3.141,0.001,0.315,0.000,0.309,-0.01,-0.00,0.01
0.140,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.16,0.00,-0.13,-0.000,-0.021,0.000,0.231,-3.141,0.001,0.315,0.000,0.309,-0.01,-0.00,0.01
0.140,takeoff,1,326,191,41,42,0.50,0.00,0.00,-0.80,0.00,0.16,0.00,-0.15,-0.000,-0.026,0.000,0.231,-3.141,0.001,0.320,0.000,0.307,-0.01,-0.00,0.01
0.140,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.16,0.00,-0.15,-0.000,-0.026,0.000,0.224,-3.141,0.001,0.313,0.000,0.307,-0.01,-0.00,0.01
0.140,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.16,0.00,-0.15,-0.000,-0.026,0.000,0.224,-3.141,0.001,0.313,0.000,0.307,-0.01,-0.00,0.01
0.140,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.16,0.00,-0.15,-0.000,-0.026,0.000,0.224,-3.141,0.001,0.313,0.000,0.307,-0.01,-0.00,0.01
0.156,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.19,0.00,-0.16,-0.000,-0.028,0.000,0.219,-3.141,0.001,0.308,0.000,0.307,-0.01,-0.00,0.01
0.156,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.19,0.00,-0.16,-0.000,-0.028,0.000,0.219,-3.141,0.001,0.308,0.000,0.307,-0.01,-0.00,0.01
0.156,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.19,0.00,-0.16,-0.000,-0.028,0.000,0.219,-3.141,0.001,0.308,0.000,0.307,-0.01,-0.00,0.01
0.156,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.19,0.00,-0.19,-0.000,-0.032,0.000,0.208,-3.141,0.001,0.301,0.000,0.305,-0.01,-0.00,0.01
0.156,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.19,0.00,-0.19,-0.000,-0.032,0.000,0.208,-3.141,0.001,0.301,0.000,0.305,-0.01,-0.00,0.01
0.156,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.22,0.00,-0.19,-0.000,-0.032,0.000,0.208,-3.141,0.001,0.301,0.000,0.305,-0.01,-0.00,0.01
0.156,takeoff,1,325,204,42,39,0.49,0.00,0.00,-0.80,0.00,0.22,0.00,-0.19,-0.000,-0.032,0.000,0.208,-3.141,0.001,0.301,0.000,0.305,-0.01,-0.00,0.01
0.171,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.22,0.00,-0.19,-0.000,-0.032,0.000,0.203,-3.141,0.001,0.294,0.000,0.305,-0.01,-0.00,0.01
0.171,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.22,0.00,-0.20,-0.000,-0.034,0.000,0.203,-3.141,0.001,0.297,0.000,0.304,-0.02,-0.00,0.01
0.171,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.22,0.00,-0.20,-0.000,-0.034,0.000,0.203,-3.141,0.001,0.297,0.000,0.304,-0.02,-0.00,0.01
0.171,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.25,0.00,-0.20,-0.000,-0.034,0.000,0.198,-3.141,0.001,0.290,0.000,0.304,-0.02,-0.00,0.01
0.171,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.25,0.00,-0.20,-0.000,-0.034,0.000,0.198,-3.141,0.001,0.290,0.000,0.304,-0.02,-0.00,0.01
0.171,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.25,0.00,-0.23,-0.000,-0.038,0.000,0.198,-3.141,0.001,0.295,0.000,0.302,-0.02,-0.00,0.00
0.187,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.25,0.00,-0.23,-0.000,-0.038,0.000,0.198,-3.141,0.001,0.295,0.000,0.302,-0.02,-0.00,0.00
0.187,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.25,0.00,-0.23,-0.000,-0.038,0.000,0.187,-3.141,0.001,0.281,0.000,0.302,-0.02,-0.00,0.00
0.187,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.25,0.00,-0.23,-0.000,-0.038,0.000,0.187,-3.141,0.001,0.281,0.000,0.302,-0.02,-0.00,0.00
0.187,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.28,0.00,-0.23,-0.000,-0.038,0.000,0.187,-3.141,0.001,0.281,0.000,0.302,-0.02,-0.00,0.00
0.187,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.28,0.00,-0.24,-0.000,-0.040,0.000,0.187,-3.141,0.001,0.284,0.000,0.301,-0.02,-0.00,0.00
0.187,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.28,0.00,-0.24,-0.000,-0.040,0.000,0.181,-3.141,0.001,0.277,0.000,0.301,-0.02,-0.00,0.00
0.203,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.28,0.00,-0.24,-0.000,-0.040,0.000,0.181,-3.141,0.001,0.277,0.000,0.302,-0.02,-0.00,0.00
0.203,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.28,0.00,-0.24,-0.000,-0.040,0.000,0.181,-3.141,0.001,0.277,0.000,0.302,-0.02,-0.00,0.00
0.203,takeoff,1,326,212,41,41,0.52,0.00,0.00,-0.80,0.00,0.31,0.00,-0.27,-0.000,-0.044,0.000,0.176,-3.141,0.001,0.275,0.000,0.300,-0.03,-0.00,-0.00
0.203,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.31,0.00,-0.27,-0.000,-0.044,0.000,0.176,-3.141,0.001,0.275,0.000,0.300,-0.03,-0.00,-0.00
0.203,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.31,0.00,-0.27,-0.000,-0.044,0.000,0.176,-3.141,0.001,0.275,0.000,0.300,-0.03,-0.00,-0.00
0.203,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.31,0.00,-0.27,-0.000,-0.044,0.000,0.176,-3.141,0.001,0.275,0.000,0.300,-0.03,-0.00,-0.00
0.203,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.31,0.00,-0.30,-0.000,-0.047,-0.000,0.171,-3.141,0.001,0.272,0.000,0.297,-0.03,-0.00,-0.00
0.218,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.31,0.00,-0.30,-0.000,-0.047,-0.000,0.171,-3.141,0.001,0.272,0.000,0.298,-0.03,-0.00,-0.00
0.218,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.34,0.00,-0.30,-0.000,-0.047,-0.000,0.171,-3.141,0.001,0.272,0.000,0.298,-0.03,-0.00,-0.00
0.218,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.34,0.00,-0.30,-0.000,-0.047,-0.000,0.161,-3.141,0.001,0.260,0.000,0.298,-0.03,-0.00,-0.00
0.218,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.34,0.00,-0.31,-0.000,-0.049,-0.000,0.161,-3.141,0.001,0.262,0.000,0.297,-0.04,-0.00,-0.01
0.218,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.34,0.00,-0.31,-0.000,-0.049,-0.000,0.161,-3.141,0.001,0.262,0.000,0.297,-0.04,-0.00,-0.01
0.218,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.34,0.00,-0.31,-0.000,-0.049,-0.000,0.161,-3.141,0.001,0.262,0.000,0.297,-0.04,-0.00,-0.01
0.234,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.34,0.00,-0.31,-0.000,-0.049,-0.000,0.156,-3.141,0.000,0.255,0.000,0.297,-0.04,-0.00,-0.01
0.234,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.36,0.00,-0.31,-0.000,-0.049,-0.000,0.156,-3.141,0.000,0.255,0.000,0.297,-0.04,-0.00,-0.01
0.234,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.36,0.00,-0.33,-0.000,-0.052,-0.000,0.156,-3.141,0.000,0.259,0.000,0.295,-0.04,-0.00,-0.01
0.234,takeoff,1,326,220,41,40,0.51,0.00,0.00,-0.80,0.00,0.36,0.00,-0.33,-0.000,-0.052,-0.000,0.156,-3.141,0.000,0.259,0.000,0.295,-0.04,-0.00,-0.01
0.234,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.36,0.00,-0.33,-0.000,-0.052,-0.000,0.151,-3.141,0.000,0.253,0.000,0.295,-0.04,-0.00,-0.01
0.234,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.36,0.00,-0.33,-0.000,-0.052,-0.000,0.151,-3.141,0.000,0.253,0.000,0.295,-0.04,-0.00,-0.01
0.234,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.36,0.00,-0.33,-0.000,-0.052,-0.000,0.151,-3.141,0.000,0.253,0.000,0.295,-0.04,-0.00,-0.01
0.250,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.40,0.00,-0.35,-0.000,-0.054,-0.000,0.146,-3.141,0.000,0.250,0.000,0.294,-0.05,-0.00,-0.01
0.250,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.40,0.00,-0.35,-0.000,-0.054,-0.000,0.146,-3.141,0.000,0.250,0.000,0.294,-0.05,-0.00,-0.01
0.250,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.40,0.00,-0.35,-0.000,-0.054,-0.000,0.146,-3.141,0.000,0.250,0.000,0.294,-0.05,-0.00,-0.01
0.250,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.40,0.00,-0.35,-0.000,-0.054,-0.000,0.146,-3.141,0.000,0.250,0.000,0.294,-0.05,-0.00,-0.01
0.250,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.40,0.00,-0.36,-0.000,-0.055,-0.000,0.140,-3.141,0.000,0.244,0.000,0.293,-0.05,-0.00,-0.02
0.250,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.40,0.00,-0.36,-0.000,-0.055,-0.000,0.140,-3.141,0.000,0.244,0.000,0.293,-0.05,-0.00,-0.02
0.250,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.42,0.00,-0.36,-0.000,-0.055,-0.000,0.140,-3.141,0.000,0.244,0.000,0.293,-0.05,-0.00,-0.02
0.265,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.42,0.00,-0.36,-0.000,-0.055,-0.000,0.140,-3.141,0.000,0.244,0.000,0.294,-0.05,-0.00,-0.02
0.265,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.42,0.00,-0.36,-0.000,-0.055,-0.000,0.131,-3.141,0.000,0.233,0.000,0.294,-0.05,-0.00,-0.02
0.265,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.42,0.00,-0.38,-0.000,-0.058,-0.000,0.131,-3.141,0.000,0.236,0.000,0.292,-0.06,-0.00,-0.02
0.265,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.42,0.00,-0.38,-0.000,-0.058,-0.000,0.131,-3.141,0.000,0.236,0.000,0.292,-0.06,-0.00,-0.02
0.265,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.42,0.00,-0.38,-0.000,-0.058,-0.000,0.131,-3.141,0.000,0.236,0.000,0.292,-0.06,-0.00,-0.02
0.265,takeoff,1,325,228,42,40,0.51,0.00,0.00,-0.80,0.00,0.44,0.00,-0.38,-0.000,-0.058,-0.000,0.126,-3.141,0.000,0.230,0.000,0.292,-0.06,-0.00,-0.02
0.281,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.44,0.00,-0.38,-0.000,-0.058,-0.000,0.126,-3.141,0.000,0.230,0.000,0.292,-0.06,-0.00,-0.02
0.281,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.44,0.00,-0.40,-0.000,-0.060,-0.000,0.126,-3.141,0.000,0.233,0.000,0.291,-0.06,-0.00,-0.03
0.281,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.44,0.00,-0.40,-0.000,-0.060,-0.000,0.126,-3.141,0.000,0.233,0.000,0.291,-0.06,-0.00,-0.03
0.281,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.44,0.00,-0.40,-0.000,-0.060,-0.000,0.122,-3.141,0.000,0.228,0.000,0.291,-0.06,-0.00,-0.03
0.281,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.46,0.00,-0.40,-0.000,-0.060,-0.000,0.122,-3.141,0.000,0.228,0.000,0.291,-0.06,-0.00,-0.03
0.281,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.46,0.00,-0.41,-0.000,-0.061,-0.000,0.122,-3.141,0.000,0.229,0.000,0.290,-0.07,-0.00,-0.03
0.296,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.46,0.00,-0.41,-0.000,-0.061,-0.000,0.114,-3.141,0.000,0.218,0.000,0.291,-0.07,-0.00,-0.03
0.296,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.46,0.00,-0.41,-0.000,-0.061,-0.000,0.114,-3.141,0.000,0.218,0.000,0.291,-0.07,-0.00,-0.03
0.296,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.46,0.00,-0.41,-0.000,-0.061,-0.000,0.114,-3.141,0.000,0.218,0.000,0.291,-0.07,-0.00,-0.03
0.296,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.46,0.00,-0.42,-0.000,-0.063,-0.000,0.114,-3.141,0.000,0.221,0.000,0.289,-0.07,-0.00,-0.04
0.296,takeoff,1,326,237,41,42,0.51,0.00,0.00,-0.80,0.00,0.48,0.00,-0.42,-0.000,-0.063,-0.000,0.109,-3.141,0.000,0.216,0.000,0.289,-0.07,-0.00,-0.04
0.296,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.48,0.00,-0.42,-0.000,-0.063,-0.000,0.109,-3.141,0.000,0.216,0.000,0.289,-0.07,-0.00,-0.04
0.312,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.48,0.00,-0.42,-0.000,-0.063,-0.000,0.109,-3.141,0.000,0.216,0.000,0.290,-0.07,-0.00,-0.04
0.312,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.48,0.00,-0.43,-0.000,-0.064,-0.000,0.105,-3.141,0.000,0.212,0.000,0.289,-0.08,-0.00,-0.04
0.312,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.48,0.00,-0.43,-0.000,-0.064,-0.000,0.105,-3.141,0.000,0.212,0.000,0.289,-0.08,-0.00,-0.04
0.312,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.48,0.00,-0.43,-0.000,-0.064,-0.000,0.105,-3.141,0.000,0.212,0.000,0.289,-0.08,-0.00,-0.04
0.312,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.50,0.00,-0.43,-0.000,-0.064,-0.000,0.105,-3.141,0.000,0.212,0.000,0.289,-0.08,-0.00,-0.04
0.312,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.50,0.00,-0.43,-0.000,-0.064,-0.000,0.101,-3.141,0.000,0.207,0.000,0.289,-0.08,-0.00,-0.04
0.312,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.50,0.00,-0.44,-0.000,-0.066,-0.000,0.101,-3.141,0.000,0.209,0.000,0.288,-0.09,-0.00,-0.05
0.328,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.50,0.00,-0.44,-0.000,-0.066,-0.000,0.101,-3.141,0.000,0.209,0.000,0.289,-0.09,-0.00,-0.05
0.328,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.50,0.00,-0.44,-0.000,-0.066,-0.000,0.101,-3.141,0.000,0.209,0.000,0.289,-0.09,-0.00,-0.05
0.328,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.51,0.00,-0.44,-0.000,-0.066,-0.000,0.094,-3.141,0.000,0.199,0.000,0.289,-0.09,-0.00,-0.05
0.328,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.51,0.00,-0.44,-0.000,-0.066,-0.000,0.094,-3.141,0.000,0.199,0.000,0.289,-0.09,-0.00,-0.05
0.328,takeoff,1,326,244,41,41,0.53,0.00,0.00,-0.80,0.00,0.51,0.00,-0.45,-0.000,-0.067,-0.000,0.094,-3.141,0.000,0.201,0.000,0.288,-0.09,-0.00,-0.05
