t,phase,found,cx,cy,wpx,hpx,conf,cmd_vx,cmd_vy,cmd_vz,cmd_yawrate,vbx,vby,vd,roll_des,pitch_des,roll,pitch,yaw,roll_q,pitch_q,yaw_q,thrust,x,y,z
0.063,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.00,-0.00,-0.00,0.000,-0.001,-0.000,0.310,3.141,-0.000,0.389,0.000,0.316,-0.00,-0.00,0.02
0.063,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.01,-0.00,-0.02,0.000,-0.002,-0.000,0.309,3.141,-0.000,0.388,0.000,0.315,-0.00,-0.00,0.02
0.063,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.01,-0.00,-0.02,0.000,-0.002,-0.000,0.309,3.141,-0.000,0.388,0.000,0.315,-0.00,-0.00,0.02
0.063,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.01,-0.00,-0.02,0.000,-0.002,-0.000,0.309,3.141,-0.000,0.388,0.000,0.315,-0.00,-0.00,0.02
0.063,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.01,-0.00,-0.02,0.000,-0.002,-0.000,0.309,3.141,-0.000,0.388,0.000,0.315,-0.00,-0.00,0.02
0.063,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.01,-0.00,-0.02,0.000,-0.002,-0.000,0.306,3.141,-0.000,0.384,0.000,0.315,-0.00,-0.00,0.02
0.079,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.01,-0.00,-0.05,0.000,-0.004,-0.000,0.306,3.141,-0.000,0.388,0.000,0.313,-0.00,-0.00,0.02
0.079,takeoff,1,324,177,39,40,0.52,0.00,0.00,-0.80,0.00,0.02,-0.00,-0.05,0.000,-0.004,-0.000,0.306,3.141,-0.000,0.388,0.000,0.313,-0.00,-0.00,0.02
0.079,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.02,-0.00,-0.05,0.000,-0.004,-0.000,0.295,3.141,-0.000,0.374,0.000,0.313,-0.00,-0.00,0.02
0.079,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.02,-0.00,-0.05,0.000,-0.004,-0.000,0.295,3.141,-0.000,0.374,0.000,0.313,-0.00,-0.00,0.02
0.079,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.02,-0.00,-0.07,0.000,-0.006,-0.000,0.295,3.141,-0.000,0.376,0.000,0.312,-0.00,-0.00,0.02
0.079,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.02,-0.00,-0.07,0.000,-0.006,-0.000,0.295,3.141,-0.000,0.376,0.000,0.312,-0.00,-0.00,0.02
0.079,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.02,-0.00,-0.07,0.000,-0.006,-0.000,0.287,3.141,-0.000,0.367,0.000,0.312,-0.00,-0.00,0.02
0.094,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.04,-0.00,-0.07,0.000,-0.006,-0.000,0.287,3.141,-0.000,0.367,0.000,0.312,-0.00,-0.00,0.02
0.094,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.04,-0.00,-0.10,0.000,-0.010,-0.000,0.287,3.141,-0.000,0.372,0.000,0.310,-0.00,-0.00,0.02
0.094,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.04,-0.00,-0.10,0.000,-0.010,-0.000,0.287,3.141,-0.000,0.372,0.000,0.310,-0.00,-0.00,0.02
0.094,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.04,-0.00,-0.10,0.000,-0.010,-0.000,0.279,3.141,-0.000,0.361,0.000,0.310,-0.00,-0.00,0.02
0.094,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.04,-0.00,-0.10,0.000,-0.010,-0.000,0.279,3.141,-0.000,0.361,0.000,0.310,-0.00,-0.00,0.02
0.094,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.09,-0.00,-0.10,0.000,-0.010,-0.000,0.279,3.141,-0.000,0.361,0.000,0.310,-0.00,-0.00,0.02
0.110,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.09,-0.00,-0.11,0.000,-0.014,-0.000,0.269,3.141,-0.001,0.354,0.000,0.310,-0.00,0.00,0.02
0.110,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.09,-0.00,-0.11,0.000,-0.014,-0.000,0.269,3.141,-0.001,0.354,0.000,0.310,-0.00,0.00,0.02
0.110,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.09,-0.00,-0.11,0.000,-0.014,-0.000,0.269,3.141,-0.001,0.354,0.000,0.310,-0.00,0.00,0.02
0.110,takeoff,1,325,180,40,41,0.51,0.00,0.00,-0.80,0.00,0.09,-0.00,-0.11,0.000,-0.014,-0.000,0.269,3.141,-0.001,0.354,0.000,0.310,-0.00,0.00,0.02
0.110,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.09,-0.00,-0.11,0.000,-0.014,-0.000,0.255,3.141,-0.001,0.337,0.000,0.310,-0.00,0.00,0.02
0.110,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.09,-0.00,-0.11,0.000,-0.016,-0.000,0.255,3.141,-0.001,0.339,0.000,0.309,-0.00,0.00,0.02
0.110,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.12,-0.00,-0.11,0.000,-0.016,-0.000,0.255,3.141,-0.001,0.339,0.000,0.309,-0.00,0.00,0.02
0.125,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.12,-0.00,-0.11,0.000,-0.016,-0.000,0.255,3.141,-0.001,0.339,0.000,0.310,-0.00,0.00,0.02
0.125,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.12,-0.00,-0.11,0.000,-0.016,-0.000,0.246,3.141,-0.001,0.328,0.000,0.310,-0.00,0.00,0.02
0.125,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.12,-0.00,-0.13,0.000,-0.021,-0.000,0.246,3.141,-0.001,0.334,0.000,0.309,-0.01,0.00,0.01
0.125,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.12,-0.00,-0.13,0.000,-0.021,-0.000,0.246,3.141,-0.001,0.334,0.000,0.309,-0.01,0.00,0.01
0.125,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.15,-0.00,-0.13,0.000,-0.021,-0.000,0.231,3.141,-0.001,0.315,0.000,0.309,-0.01,0.00,0.01
0.125,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.15,-0.00,-0.13,0.000,-0.021,-0.000,0.231,3.141,-0.001,0.315,0.000,0.309,-0.01,0.00,0.01
0.141,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.15,-0.00,-0.14,0.000,-0.023,-0.000,0.231,3.141,-0.001,0.317,0.000,0.308,-0.01,0.00,0.01
0.141,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.15,-0.00,-0.14,0.000,-0.023,-0.000,0.231,3.141,-0.001,0.317,0.000,0.308,-0.01,0.00,0.01
0.141,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.15,-0.00,-0.14,0.000,-0.023,-0.000,0.225,3.141,-0.001,0.310,0.000,0.308,-0.01,0.00,0.01
0.141,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.15,-0.00,-0.14,0.000,-0.023,-0.000,0.225,3.141,-0.001,0.310,0.000,0.308,-0.01,0.00,0.01
0.141,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.19,-0.00,-0.16,0.000,-0.027,-0.000,0.225,3.141,-0.001,0.315,0.000,0.307,-0.01,0.00,0.01
0.141,takeoff,1,324,194,39,39,0.53,0.00,0.00,-0.80,0.00,0.19,-0.00,-0.16,0.000,-0.027,-0.000,0.225,3.141,-0.001,0.315,0.000,0.307,-0.01,0.00,0.01
0.157,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.19,-0.00,-0.16,0.000,-0.027,0.000,0.219,3.141,-0.000,0.308,0.000,0.307,-0.01,0.00,0.01
0.157,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.19,-0.00,-0.16,0.000,-0.027,0.000,0.219,3.141,-0.000,0.308,0.000,0.307,-0.01,0.00,0.01
0.157,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.19,-0.00,-0.16,0.000,-0.027,0.000,0.219,3.141,-0.000,0.308,0.000,0.307,-0.01,0.00,0.01
0.157,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.22,-0.00,-0.17,0.000,-0.029,0.000,0.209,3.141,-0.000,0.298,0.000,0.306,-0.01,0.00,0.01
0.157,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.22,-0.00,-0.17,0.000,-0.029,0.000,0.209,3.141,-0.000,0.298,0.000,0.306,-0.01,0.00,0.01
0.157,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.22,-0.00,-0.17,0.000,-0.029,0.000,0.209,3.141,-0.000,0.298,0.000,0.306,-0.01,0.00,0.01
0.157,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.22,-0.00,-0.17,0.000,-0.029,0.000,0.209,3.141,-0.000,0.298,0.000,0.306,-0.01,0.00,0.01
0.172,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.22,-0.00,-0.20,0.000,-0.034,0.000,0.204,3.141,-0.000,0.296,0.000,0.304,-0.02,0.00,0.01
0.172,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.22,-0.00,-0.20,0.000,-0.034,0.000,0.204,3.141,-0.000,0.296,0.000,0.304,-0.02,0.00,0.01
0.172,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.25,-0.00,-0.20,0.000,-0.034,0.000,0.204,3.141,-0.000,0.296,0.000,0.304,-0.02,0.00,0.01
0.172,takeoff,1,324,206,39,39,0.52,0.00,0.00,-0.80,0.00,0.25,-0.00,-0.20,0.000,-0.034,0.000,0.204,3.141,-0.000,0.296,0.000,0.304,-0.02,0.00,0.01
0.172,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.25,-0.00,-0.20,0.000,-0.034,0.000,0.198,3.141,-0.000,0.290,0.000,0.304,-0.02,0.00,0.01
0.172,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.25,-0.00,-0.21,0.000,-0.036,0.000,0.198,3.141,-0.000,0.292,0.000,0.303,-0.02,0.00,0.01
0.172,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.25,-0.00,-0.21,0.000,-0.036,0.000,0.198,3.141,-0.000,0.292,0.000,0.303,-0.02,0.00,0.01
0.188,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.25,-0.00,-0.21,0.000,-0.036,0.000,0.198,3.141,-0.000,0.292,0.000,0.304,-0.02,0.00,0.01
0.188,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.26,-0.00,-0.21,0.000,-0.036,0.000,0.193,3.141,-0.000,0.286,0.000,0.304,-0.02,0.00,0.01
0.188,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.26,-0.00,-0.24,0.000,-0.039,0.000,0.193,3.141,-0.000,0.290,0.000,0.302,-0.02,0.00,0.00
0.188,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.26,-0.00,-0.24,0.000,-0.039,0.000,0.193,3.141,-0.000,0.290,0.000,0.302,-0.02,0.00,0.00
0.188,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.26,-0.00,-0.24,0.000,-0.039,0.000,0.182,3.141,-0.000,0.277,0.000,0.302,-0.02,0.00,0.00
0.188,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.26,-0.00,-0.24,0.000,-0.039,0.000,0.182,3.141,-0.000,0.277,0.000,0.302,-0.02,0.00,0.00
0.188,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.26,-0.00,-0.24,0.000,-0.039,0.000,0.182,3.141,-0.000,0.277,0.000,0.302,-0.02,0.00,0.00
0.204,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.29,-0.00,-0.25,0.000,-0.041,0.000,0.182,3.141,-0.000,0.279,0.000,0.301,-0.03,0.00,0.00
0.204,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.29,-0.00,-0.25,0.000,-0.041,0.000,0.177,3.141,-0.000,0.273,0.000,0.301,-0.03,0.00,0.00
0.204,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.29,-0.00,-0.25,0.000,-0.041,0.000,0.177,3.141,-0.000,0.273,0.000,0.301,-0.03,0.00,0.00
0.204,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.29,-0.00,-0.25,0.000,-0.041,0.000,0.177,3.141,-0.000,0.273,0.000,0.301,-0.03,0.00,0.00
0.204,takeoff,1,324,214,39,39,0.52,0.00,0.00,-0.80,0.00,0.29,-0.00,-0.28,0.000,-0.045,0.000,0.171,3.141,-0.000,0.270,0.000,0.299,-0.03,0.00,-0.00
0.204,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.33,-0.00,-0.28,0.000,-0.045,0.000,0.171,3.141,-0.000,0.270,0.000,0.299,-0.03,0.00,-0.00
0.219,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.33,-0.00,-0.28,0.000,-0.045,0.000,0.171,3.141,-0.000,0.270,0.000,0.299,-0.03,0.00,-0.00
0.219,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.33,-0.00,-0.28,0.000,-0.045,0.000,0.171,3.141,-0.000,0.270,0.000,0.299,-0.03,0.00,-0.00
0.219,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.33,-0.00,-0.31,0.000,-0.048,0.000,0.166,3.141,-0.000,0.268,0.000,0.297,-0.04,0.00,-0.01
0.219,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.33,-0.00,-0.31,0.000,-0.048,0.000,0.166,3.141,-0.000,0.268,0.000,0.297,-0.04,0.00,-0.01
0.219,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.33,-0.00,-0.31,0.000,-0.048,0.000,0.166,3.141,-0.000,0.268,0.000,0.297,-0.04,0.00,-0.01
0.219,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.36,-0.00,-0.31,0.000,-0.048,0.000,0.156,3.141,-0.000,0.256,0.000,0.297,-0.04,0.00,-0.01
0.219,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.36,-0.00,-0.31,0.000,-0.048,0.000,0.156,3.141,-0.000,0.256,0.000,0.297,-0.04,0.00,-0.01
0.235,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.36,-0.00,-0.32,0.000,-0.050,0.000,0.156,3.141,-0.000,0.258,0.000,0.296,-0.04,0.00,-0.01
0.235,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.36,-0.00,-0.32,0.000,-0.050,0.000,0.156,3.141,-0.000,0.258,0.000,0.296,-0.04,0.00,-0.01
0.235,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.36,-0.00,-0.32,0.000,-0.050,0.000,0.151,3.141,-0.000,0.251,0.000,0.296,-0.04,0.00,-0.01
0.235,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.36,-0.00,-0.32,0.000,-0.050,0.000,0.151,3.141,-0.000,0.251,0.000,0.296,-0.04,0.00,-0.01
0.235,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.38,-0.00,-0.34,0.000,-0.053,0.000,0.151,3.141,-0.000,0.255,0.000,0.294,-0.04,0.00,-0.01
0.235,takeoff,1,325,222,40,40,0.52,0.00,0.00,-0.80,0.00,0.38,-0.00,-0.34,0.000,-0.053,0.000,0.151,3.141,-0.000,0.255,0.000,0.294,-0.04,0.00,-0.01
0.250,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.38,-0.00,-0.34,0.000,-0.053,0.000,0.147,3.141,-0.000,0.249,0.000,0.295,-0.04,0.00,-0.01
0.250,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.38,-0.00,-0.34,0.000,-0.053,0.000,0.147,3.141,-0.000,0.249,0.000,0.295,-0.04,0.00,-0.01
0.250,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.38,-0.00,-0.34,0.000,-0.053,0.000,0.147,3.141,-0.000,0.249,0.000,0.295,-0.04,0.00,-0.01
0.250,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.38,-0.00,-0.36,0.000,-0.054,0.000,0.142,3.141,-0.000,0.245,0.000,0.294,-0.05,0.00,-0.02
0.250,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.41,-0.00,-0.36,0.000,-0.054,0.000,0.142,3.141,-0.000,0.245,0.000,0.294,-0.05,0.00,-0.02
0.250,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.41,-0.00,-0.36,0.000,-0.054,0.000,0.142,3.141,-0.000,0.245,0.000,0.294,-0.05,0.00,-0.02
0.266,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.41,-0.00,-0.36,0.000,-0.054,0.000,0.142,3.141,-0.000,0.245,0.000,0.294,-0.05,0.00,-0.02
0.266,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.41,-0.00,-0.37,0.000,-0.056,0.000,0.137,3.141,-0.000,0.241,0.000,0.293,-0.05,0.00,-0.02
0.266,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.41,-0.00,-0.37,0.000,-0.056,0.000,0.137,3.141,-0.000,0.241,0.000,0.293,-0.05,0.00,-0.02
0.266,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.41,-0.00,-0.37,0.000,-0.056,0.000,0.137,3.141,-0.000,0.241,0.000,0.293,-0.05,0.00,-0.02
0.266,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.43,-0.00,-0.37,0.000,-0.056,0.000,0.137,3.141,-0.000,0.241,0.000,0.293,-0.05,0.00,-0.02
0.266,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.43,-0.00,-0.39,0.000,-0.059,0.000,0.126,3.141,-0.000,0.231,0.000,0.291,-0.06,0.00,-0.02
0.266,takeoff,1,325,230,40,40,0.52,0.00,0.00,-0.80,0.00,0.43,-0.00,-0.39,0.000,-0.059,0.000,0.126,3.141,-0.000,0.231,0.000,0.291,-0.06,0.00,-0.02
0.282,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.43,-0.00,-0.39,0.000,-0.059,0.000,0.126,3.141,-0.000,0.231,0.000,0.292,-0.06,0.00,-0.02
0.282,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.43,-0.00,-0.39,0.000,-0.059,0.000,0.126,3.141,-0.000,0.231,0.000,0.292,-0.06,0.00,-0.02
0.282,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.43,-0.00,-0.39,0.000,-0.059,0.000,0.122,3.141,-0.000,0.226,0.000,0.292,-0.06,0.00,-0.02
0.282,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.45,-0.00,-0.40,0.000,-0.060,0.000,0.122,3.141,-0.000,0.227,0.000,0.291,-0.06,0.00,-0.03
0.282,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.45,-0.00,-0.40,0.000,-0.060,0.000,0.122,3.141,-0.000,0.227,0.000,0.291,-0.06,0.00,-0.03
0.282,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.45,-0.00,-0.40,0.000,-0.060,0.000,0.118,3.141,-0.000,0.222,0.000,0.291,-0.06,0.00,-0.03
0.297,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.45,-0.00,-0.40,0.000,-0.060,0.000,0.118,3.141,-0.000,0.222,0.000,0.291,-0.06,0.00,-0.03
0.297,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.45,-0.00,-0.42,0.000,-0.062,0.000,0.118,3.141,-0.000,0.225,0.000,0.290,-0.07,0.00,-0.03
0.297,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.47,-0.00,-0.42,0.000,-0.062,0.000,0.118,3.141,-0.000,0.225,0.000,0.290,-0.07,0.00,-0.03
0.297,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.47,-0.00,-0.42,0.000,-0.062,0.000,0.113,3.141,-0.000,0.219,0.000,0.290,-0.07,0.00,-0.03
0.297,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.47,-0.00,-0.42,0.000,-0.062,0.000,0.113,3.141,-0.000,0.219,0.000,0.290,-0.07,0.00,-0.03
0.297,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.47,-0.00,-0.42,0.000,-0.062,0.000,0.113,3.141,-0.000,0.219,0.000,0.290,-0.07,0.00,-0.03
0.297,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.47,-0.00,-0.42,0.000,-0.063,0.000,0.113,3.141,-0.000,0.220,0.000,0.289,-0.07,0.00,-0.04
0.313,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.47,-0.00,-0.42,0.000,-0.063,0.000,0.105,3.141,-0.000,0.210,0.000,0.290,-0.07,0.00,-0.04
0.313,takeoff,1,326,238,41,41,0.51,0.00,0.00,-0.80,0.00,0.48,-0.00,-0.42,0.000,-0.063,0.000,0.105,3.141,-0.000,0.210,0.000,0.290,-0.07,0.00,-0.04
0.313,takeoff,1,326,244,41,40,0.51,0.00,0.00,-0.80,0.00,0.48,-0.00,-0.42,0.000,-0.063,0.000,0.105,3.141,-0.000,0.210,0.000,0.290,-0.07,0.00,-0.04
0.313,takeoff,1,326,244,41,40,0.51,0.00,0.00,-0.80,0.00,0.48,-0.00,-0.43,0.000,-0.065,0.000,0.105,3.141,-0.000,0.212,0.000,0.289,-0.08,0.00,-0.04
0.313,takeoff,1,326,244,41,40,0.51,0.00,0.00,-0.80,0.00,0.48,-0.00,-0.43,0.000,-0.065,0.000,0.101,3.141,-0.000,0.207,0.000,0.289,-0.08,0.00,-0.04
0.313,takeoff,1,326,244,41,40,0.51,0.00,0.00,-0.80,0.00,0.48,-0.00,-0.43,0.000,-0.065,0.000,0.101,3.141,-0.000,0.207,0.000,0.289,-0.08,0.00,-0.04
0.313,takeoff,1,326,244,41,40,0.51,0.00,0.00,-0.80,0.00,0.48,-0.00,-0.43,0.000,-0.065,0.000,0.101,3.141,-0.000,0.207,0.000,0.289,-0.08,0.00,-0.04
0.329,takeoff,1,326,244,41,40,0.51,0.00,0.00,-0.80,0.00,0.50,-0.00,-0.43,0.000,-0.065,0.000,0.097,3.141,-0.000,0.202,0.000,0.289,-0.08,0.00,-0.04
